Property Code,Province,Property,Occupied Units,Parking Revenue,Avg Parking Rev/Occupied Units,Occ%,Parking Revenue.1,Avg Parking Rev/Occupied Units.1,Occ%.1,Parking Revenue.2,Avg Parking Rev/Occupied Units.2,Occ%.2,Parking Revenue.3,Avg Parking Rev/Occupied Units.3,Occ%.3,Parking Revenue.4,Avg Parking Rev/Occupied Units.4,Occ%.4,Parking Revenue.5,Avg Parking Rev/Occupied Units.5,Occ%.5,Parking Revenue.6,Avg Parking Rev/Occupied Units.6,Occ%.6,Parking Revenue.7,Avg Parking Rev/Occupied Units.7,Unnamed: 27,Unnamed: 28,Garage/Indoor,Surface,Commercial,Occupied Parking Units,Occ %,Occupied Parking Indoor Feb,Surface feb,Occ% Feb,Occupied Parking Indoor Mar,Occupied Parking Surface Mar,Occ% Mar,Occupied Parking Indoor ,Surface ,Occ% ,Occupied Parking Indoor .1,Occupied Parking Surface ,Occ% .1,Occupied Parking Indoor .2,Occupied Parking Surface .1,Occ% .2,Occupied Parking Indoor .3,Occupied Parking Surface .2,Occ% .3,Occupied Parking Indoor .4,Occupied Parking Surface .3,Occ% .4,Occupied Parking Indoor .5,Occupied Parking Surface .4,Occ% .5,Occupied Parking Indoor .6,Occupied Parking Surface .5,Occ% .6,Occupied Parking Indoor .7,Occupied Parking Surface .6,Occ% .7,Occupied Parking Indoor .8,Occupied Parking Surface .7,Occ% .8,Avg Occ 2022,Garage/Indoor.1,Surface.1,Garage/Indoor.2,Surface.2,Garage/Indoor.3,Surface.3,Garage/Indoor.4,Surface.4,Garage/Indoor.5,Surface.5,Average Garage,Average Surface,Our Parking vs Comp Parking,Our Parking vs Comp Parking.1,Unnamed: 82,Remarks,Unnamed: 84,Garage/Indoor.6,Surface.6,Garage/Indoor.7,Surface.7,Garage/Indoor.8,Surface.8,Garage/Indoor.9,Surface.9,Garage/Indoor.10,Surface.10,Average Garage/Indoor Parking,Average Surface Parking,Remarks.1,Average Garage.1,Average Surface.1,Our Parking vs Comp Parking.2,Our Parking vs Comp Parking.3,Premium Parking Spots(Identify and update the parking spots numbers which could be priced higher than the other parking spots due to their location like closer to the elevator),Occupied Parking Indoor .9,Occupied Parking Surface .8,Occ% .9,Occupied Parking Indoor .10,Occupied Parking Surface .9,Occ% .10,Occupied Parking Indoor .11,EV,Occupied Parking Surface .10,Occ% .11,Unnamed: 113
y63070,BC,Yaletown 939,175.451612903226,10458.26,59.607659496230866,174.285714285714,10025.61,57.52399180327879,170.612903225806,10007.17,58.65423898657607,175.233333333333,9629.82,54.95427049648098,176.032258064516,9639.04,54.75723657687379,181.333333333333,9722.17,53.614908088235396,176.290322580645,9817.97,55.69205306495887,179.516129032258,9646.54,53.73634141958673,,,167,0,0,85.0,0.5089820359281437,78.0,,0.46706586826347307,,,0.0,60.0,,0.3592814371257485,60.0,,0.3592814371257485,62.0,,0.3712574850299401,65.0,,0.38922155688622756,64.0,,0.38323353293413176,64.0,,0.38323353293413176,64.0,,0.38323353293413176,62.0,,0.3712574850299401,60.0,,0.3592814371257485,0.35778443113772457,135.0,0.0,175.0,0.0,125.0,,100.0,,135.0,,133.75,0.0,1.25,0.0,,,,135,0.0,,,,,,,,,0.0,0.0,,0.0,0.0,135.0,0.0,"Only P1 , but we have so many parking spots available , the price is ok",60.0,,0.3592814371257485,60.0,,0.3592814371257485,60.0,0.0,,0.3592814371257485,9.0
y31300,BC,Metropolitan Towers,397.129032258065,45359.0,114.21728535456081,397.571428571429,45089.0,113.41106719367576,400.58064516129,44954.0,112.22209695603165,402.6,43604.0,108.30601092896174,403.258064516129,44639.0,110.69586433085354,407.433333333333,44225.0,108.54536529493586,409.806451612903,44391.5,108.32308721662474,411.258064516129,44324.0,107.7766099301906,,,226,0,236,156.0,0.6902654867256637,144.0,,0.6371681415929203,166.0,,0.7345132743362832,152.0,,0.672566371681416,152.0,,0.672566371681416,155.0,,0.6858407079646017,166.0,,0.7345132743362832,161.0,,0.7123893805309734,161.0,,0.7123893805309734,161.0,,0.7123893805309734,161.0,,0.7123893805309734,160.0,,0.7079646017699115,0.6943215339233038,135.0,0.0,100.0,0.0,135.0,,150.0,,85.0,,117.5,0.0,17.5,0.0,,File shows 233 parkin slots,,135,0.0,150.0,,135.0,,100.0,,100,,121.25,0.0,Advance parking  ($200),121.25,0.0,13.75,0.0,"P1,P2 commercial parking P3,P4 P5 is residential the price is OK",160.0,,0.7079646017699115,160.0,,0.7079646017699115,156.0,,,0.6902654867256637,
y55265,ON,Regency on Main,261.096774193548,27634.46,105.83991351618498,259.357142857143,26385.79,101.73535114293577,260.225806451613,25927.74,99.63554481219782,273.833333333333,27805.33,101.54107121119917,285.838709677419,28516.22,99.76332468118736,279.733333333333,29490.22,105.42261677788383,283.967741935484,31068.83,109.40971600590703,296.354838709677,31974.97,107.89420594318075,,,182,0,236,169.0,0.9285714285714286,171.0,,0.9395604395604396,158.0,0.0,0.8681318681318682,,,,,,,,,0.0,173.0,,0.9505494505494505,172.0,,0.945054945054945,172.0,,0.945054945054945,173.0,,0.9505494505494505,170.0,,0.9340659340659341,165.0,,0.9065934065934066,,200.0,0.0,150.0,0.0,90.0,,150.0,,,,130.0,0.0,70.0,0.0,,82 Vacant,,200/300,0.0,90.0,,150.0,,80.0,,100,,105.0,0.0,20 George / 149 Main W / 200 Bay / 93 Bold,105.0,0.0,,0.0,"P4-1, P4-2, P5-59, P5-60, P6-23 ",165.0,,0.9065934065934066,165.0,,0.9065934065934066,148.0,,,0.8131868131868132,
y50121,ON,8 Silver Maple Court,286.870967741935,22040.12,76.8293849094795,285.571428571429,22241.31,77.88352676338158,282.935483870968,22001.96,77.76316953597073,282.2,21839.79,77.39117647058823,281.322580645161,23359.8,83.03563811489516,280.366666666667,21626.53,77.1365949352038,277.741935483871,21738.3,78.26797909407665,273.935483870968,21612.43,78.89605864342903,,,296,0,0,147.0,0.4966216216216216,177.0,,0.597972972972973,209.0,29.0,0.8040540540540541,211.0,32.0,0.8209459459459459,212.0,32.0,0.8243243243243243,214.0,30.0,0.8243243243243243,216.0,31.0,0.8344594594594594,220.0,31.0,0.847972972972973,218.0,31.0,0.8412162162162162,216.0,32.0,0.8378378378378378,220.0,31.0,0.847972972972973,232.0,31.0,0.8885135135135135,0.7972972972972974,90.0,80.0,85.0,75.0,80.0,70.0,,,,,82.5,72.5,7.5,7.5,,,,90/130,80.0,,,,,,,,,0.0,0.0,,0.0,0.0,,80.0,"P1-33, P1-34, P1-T32, P1T-52, P2-T32, P2-33, P2-34, P2-51, ",232.0,31.0,0.8885135135135135,232.0,31.0,0.8885135135135135,230.0,,31.0,0.8817567567567568,
y55270,ON,Highrise on Lena,266.096774193548,15975.1,60.034925445508634,263.035714285714,16067.52,61.08493686354386,262.774193548387,16226.41,61.750394058433606,257.866666666667,15524.0,60.20165460186134,259.677419354839,15768.79,60.72453291925459,262.466666666667,15819.75,60.273368046736024,262.483870967742,15788.32,60.1496767850559,263.870967741935,15767.06,59.75291687041576,,,352,0,0,265.0,0.7528409090909091,257.0,,0.7301136363636364,168.0,0.0,0.4772727272727273,,,,,,,,,0.0,161.0,68.0,0.6505681818181818,161.0,68.0,0.6505681818181818,161.0,68.0,0.6505681818181818,153.0,67.0,0.625,153.0,67.0,0.625,152.0,68.0,0.625,,90.0,80.0,75.0,0.0,80.0,,,,,,77.5,0.0,12.5,80.0,,,,90,80.0,80.0,80,90.0,90,100.0,85.0,90,75,90.0,82.5,"Auburn towers,Barra Quenn,City Centre Condominium ,Riveriew rentals ",90.0,82.5,0.0,-2.5,,152.0,68.0,0.625,152.0,68.0,0.625,157.0,,65.0,0.6306818181818182,
y50670,ON,Galleria Residences,406.838709677419,37817.06,92.95344592451642,409.285714285714,37131.23,90.72202792321124,405.709677419355,36500.38,89.96674723701992,407.0,36726.09,90.23609336609336,411.064516129032,37079.3,90.20311543592568,409.9,37357.44,91.13793608197122,406.129032258065,37386.16,92.05488165210474,405.838709677419,38657.43,95.25318575629927,,,530,0,0,443.0,0.8358490566037736,,,0.0,398.0,0.0,0.7509433962264151,402.0,,0.7584905660377359,390.0,,0.7358490566037735,378.0,,0.7132075471698113,396.0,,0.7471698113207547,396.0,,0.7471698113207547,396.0,,0.7471698113207547,404.0,,0.7622641509433963,404.0,,0.7622641509433963,404.0,,0.7622641509433963,0.6238993710691824,125.0,200.0,110.0,0.0,80.0,,140.0,,125.0,,113.75,0.0,11.25,200.0,,Surface = Single : Commercial = Tandem... - No competition has tandem spots,,125,200.0,100.0,,110.0,,100.0,,200,,127.5,0.0,"(1) Res@ Y&C, (2) Parkwillow, (3) Prelude, (4) Pivot",127.5,0.0,-2.5,200.0,"A – 359, 360, 361, 361AA; 328 & 329; B – 187, 186, 188, 189 (near visitor parking); C – 456, 455            tandem: 457A/B   458A/B",404.0,,0.7622641509433963,404.0,,0.7622641509433963,,,,0.0,
y53620,ON,Lions Gate,103.0,8462.28,82.1580582524272,103.0,8291.38,80.4988349514563,103.0,8291.38,80.4988349514563,104.533333333333,8381.38,80.17901785714311,104.935483870968,8561.38,81.58708269289866,103.966666666667,8539.19,82.1339211285666,102.225806451613,8628.91,84.41029031240132,100.0,7775.55,77.7555,,,90,56,0,141.0,0.9657534246575342,74.0,43.0,0.8013698630136986,85.0,51.0,0.9315068493150684,82.0,45.0,0.8698630136986302,82.0,45.0,0.8698630136986302,81.0,50.0,0.8972602739726028,82.0,40.0,0.8356164383561644,81.0,52.0,0.910958904109589,81.0,52.0,0.910958904109589,80.0,52.0,0.9041095890410958,80.0,52.0,0.9041095890410958,79.0,51.0,0.8904109589041096,0.8772831050228311,120.0,90.0,120.0,0.0,135.0,85.0,110.0,,135.0,110.0,125.0,65.0,-5.0,25.0,,,,120,90.0,,,80.0,90,140.0,,100,150,106.66666666666667,120.0,"1) The Residence at Weston, 2) The Rathburn, 3) Grenadier Square at High Park Villa, 4)Pacific Way 1485 Williamsport Dr.",106.66666666666667,120.0,13.333333333333329,-30.0,It is hard to select premium spots as it depends the location of the rental unit . A different approach to premium pricing is needed,79.0,51.0,0.8904109589041096,79.0,51.0,0.8904109589041096,80.0,,50.0,0.8904109589041096,
y53630,ON,Mississauga Place,290.322580645161,20454.82,70.45549111111119,287.571428571429,19788.17,68.81132141082949,288.032258064516,21109.16,73.28748572068544,286.633333333333,20016.62,69.83353878357957,286.612903225806,20564.97,71.75172425436139,284.2,19835.87,69.79546094299789,281.129032258065,19244.86,68.45561216293734,282.161290322581,19509.79,69.14410540756822,,,462,59,0,281.0,0.5393474088291746,201.0,6.0,0.39731285988483683,223.0,6.0,0.43953934740882916,256.0,6.0,0.5028790786948176,256.0,6.0,0.5028790786948176,258.0,10.0,0.5143953934740882,263.0,14.0,0.5316698656429942,255.0,14.0,0.5163147792706334,255.0,14.0,0.5163147792706334,254.0,14.0,0.5143953934740882,255.0,14.0,0.5163147792706334,257.0,13.0,0.5182341650671785,0.48896353166986567,90.0,90.0,85.0,0.0,85.0,,85.0,,,,85.0,0.0,5.0,90.0,,Discussed raising charge to $100 indoors and $90 outdoors,,100,90.0,85.0,,85.0,,95.0,85.0,85,,87.5,85.0,,87.5,85.0,12.5,5.0,"B1L1:122 to 128, 129 to 136; B1L2: 173 to 181, 172 to 163B; B2L3: 351 to 357, 362 to 401; B2L4: 396 to 401, 406 to 412",257.0,13.0,0.5182341650671785,257.0,13.0,0.5182341650671785,260.0,,10.0,0.5182341650671785,
y55275,ON,Lexington Grand,146.354838709677,8294.03,56.67069208728251,145.964285714286,8331.88,57.081634450697216,145.548387096774,8639.09,59.35544991134759,148.833333333333,8631.34,57.99332586786127,149.935483870968,8723.67,58.18282487091212,149.6,8679.24,58.01631016042781,150.0,8695.44,57.96960000000001,149.967741935484,8695.44,57.98206926220688,,,116,99,0,147.0,0.6837209302325581,96.0,27.0,0.5720930232558139,102.0,25.0,0.5906976744186047,,,,,,,,,0.0,98.0,24.0,0.5674418604651162,93.0,23.0,0.5395348837209303,93.0,23.0,0.5395348837209303,94.0,20.0,0.5302325581395348,95.0,20.0,0.5348837209302325,96.0,20.0,0.5395348837209303,,90.0,75.0,125.0,0.0,90.0,,90.0,60.0,85.0,,97.5,30.0,-7.5,45.0,,"Surface spots we have 53 that are Residental and 45 are Visitor parking and 1 guest suite parking,",,90,75.0,125.0,125,90.0,90,90.0,60.0,85,85,97.5,90.0,"5Rittenhouse,63 Scott St.,81 York St.,Overlee Dr.",97.5,90.0,-7.5,-15.0,"P1-111,112,113,114,115,116,117,118,119,120,121,122,123,124,125 ",96.0,20.0,0.5395348837209303,96.0,20.0,0.5395348837209303,92.0,,19.0,0.5162790697674419,
y65225,ON,Widdicombe Place,263.903225806452,27173.61,102.96808580858071,261.714285714286,26998.58,103.16051310043657,260.903225806452,26903.31,103.11604970326395,263.966666666667,27167.03,102.91841141558265,266.225806451613,26487.4,99.4922331273476,264.0,26745.22,101.30765151515152,263.870967741935,25853.54,97.97796332518357,265.741935483871,24209.36,91.10101480941977,,,422,61,0,302.0,0.6252587991718427,267.0,57.0,0.6708074534161491,297.0,41.0,0.6997929606625258,266.0,11.0,0.5734989648033126,267.0,11.0,0.5755693581780539,267.0,11.0,0.5755693581780539,,,0.0,265.0,12.0,0.5734989648033126,265.0,12.0,0.5734989648033126,261.0,12.0,0.5652173913043478,257.0,12.0,0.556935817805383,252.0,11.0,0.5445134575569358,0.5483091787439613,130.0,130.0,100.0,0.0,90.0,70.0,120.0,,,,103.33333333333333,35.0,26.66666666666667,95.0,,,,130,130.0,120.0,85,150.0,75,125.0,90.0,included,included,131.66666666666666,83.33333333333333,"2000 Islington, Kingsway , Lincoln Towwers, Old Mill Towers- included, ",131.66666666666666,83.33333333333333,-1.6666666666666572,46.66666666666667,B-level: 39-45; 47-53;75-79;68-74;85-90; Tandem: 80-84 SB level: 239-248; Tandem: 249-258,252.0,11.0,0.5445134575569358,252.0,11.0,0.5445134575569358,252.0,,10.0,0.5424430641821946,
y53600,ON,Georgian Court Estates,274.806451612903,17022.37,61.94312360605709,272.892857142857,17014.29,62.347875932469606,271.258064516129,16851.97,62.12523129979784,269.933333333333,16718.96,61.93736725117321,268.451612903226,16866.86,62.83016822879111,269.433333333333,16990.69,63.060831374489744,266.741935483871,17127.82,64.21120087072197,260.935483870968,16817.32,64.4501075534676,,,0,460,0,212.0,0.4608695652173913,,,0.0,0.0,412.0,0.8956521739130435,,398.0,0.8652173913043478,,380.0,0.8260869565217391,,305.0,0.6630434782608695,,358.0,0.7782608695652173,,371.0,0.8065217391304348,,372.0,0.808695652173913,,370.0,0.8043478260869565,,370.0,0.8043478260869565,,368.0,0.8,0.6710144927536232,0.0,70.0,,70.0,,70.0,,70.0,,70.0,0.0,70.0,0.0,0.0,,Parking outside only - working on parking audit so not 100% sure of the occupied because some long term residents have free parking. ,,0,70.0,95.0,75-85,,100,90.0,,70,60,85.0,80.0,"1. 685/695/705 Surrey Lane, Burlington ON 2.Brantstone Gardens- 1259-1275 Brant St, Burlington ON 3. 2160 Lakeshore Rd 4. 360 Lakeshore Rd ",85.0,80.0,-85.0,-10.0,,,368.0,0.8,,368.0,0.8,,,364.0,0.7913043478260869,
y53650,ON,Richmond Hill Apartments,272.967741935484,21071.37,77.19362680217438,272.928571428571,20841.49,76.36243391782268,273.064516129032,20797.55,76.16350265800362,271.666666666667,20308.7,74.7559509202453,270.806451612903,19967.25,73.73254913639077,273.4,20380.88,74.54601316752013,275.709677419355,20857.35,75.64968409968405,277.741935483871,20875.38,75.1610662020906,,,287,49,0,274.0,0.8154761904761905,199.0,41.0,0.7142857142857143,,,0.0,206.0,40.0,0.7321428571428571,206.0,40.0,0.7321428571428571,209.0,39.0,0.7380952380952381,206.0,41.0,0.7351190476190477,219.0,42.0,0.7767857142857143,219.0,42.0,0.7767857142857143,222.0,40.0,0.7797619047619048,222.0,39.0,0.7767857142857143,221.0,37.0,0.7678571428571429,0.6870039682539683,110.0,85.0,,0.0,,,,,,,0.0,0.0,110.0,85.0,,False,,115,90.0,,125,80.0,60,,85.0,50,,65.0,90.0,1.)165 Colborne - Outdoor only  2.)110 Inverlochy Blvd 3.) 9960 Bayview - Outdoor only 4.) Genesis Place,65.0,90.0,50.0,0.0,,221.0,37.0,0.7678571428571429,221.0,37.0,0.7678571428571429,219.0,,36.0,0.7589285714285714,
y53590,ON,Cloisters of the Don,351.322580645161,27046.26,76.98412083371598,352.857142857143,27172.71,77.00768016194328,348.903225806452,27261.26,78.13415865384607,345.933333333333,26963.64,77.94461360570445,345.290322580645,26897.84,77.8992002989537,344.733333333333,27051.59,78.47105975633347,338.870967741935,26559.96,78.37779723940992,336.032258064516,26326.29,78.34453201497556,,,154,340,0,481.0,0.9736842105263158,,,0.0,,,0.0,141.0,123.0,0.5344129554655871,141.0,123.0,0.5344129554655871,144.0,250.0,0.7975708502024291,140.0,252.0,0.7935222672064778,134.0,250.0,0.7773279352226721,134.0,250.0,0.7773279352226721,137.0,260.0,0.8036437246963563,138.0,252.0,0.7894736842105263,139.0,248.0,0.7834008097165992,0.5492577597840756,120.0,90.0,60.0,0.0,60.0,,135.0,125.0,,,85.0,62.5,35.0,27.5,,,,120,90.0,,,,,,,,,0.0,0.0,,0.0,0.0,120.0,90.0,"101, 102, 103, 104, 105, 106, 160, 173, 174, 175, 176, 146, 147",139.0,248.0,0.7834008097165992,139.0,248.0,0.7834008097165992,141.0,,253.0,0.7975708502024291,
y53660,ON,Waterford Tower,128.935483870968,9849.44,76.39045283962957,127.714285714286,9318.65,72.9648210290826,129.387096774194,9507.97,73.48468461730216,129.566666666667,9784.26,75.51525598147653,127.967741935484,9821.94,76.75324930678087,128.933333333333,9623.1,74.63624612202709,128.838709677419,10093.06,78.33872308462716,125.645161290323,9865.87,78.52168677792015,,,198,79,0,164.0,0.592057761732852,,,0.0,138.0,,0.4981949458483754,125.0,41.0,0.5992779783393501,121.0,41.0,0.5848375451263538,117.0,40.0,0.5667870036101083,114.0,38.0,0.5487364620938628,120.0,38.0,0.5703971119133574,118.0,38.0,0.5631768953068592,115.0,39.0,0.555956678700361,115.0,39.0,0.555956678700361,114.0,38.0,0.5487364620938628,0.4660048134777377,85.0,85.0,75.0,75.0,85.0,85.0,75.0,75.0,,,78.33333333333333,78.33333333333333,6.666666666666671,6.666666666666671,,"Indoor and outdoor parking same price, ",,85,85.0,,,,,,,,,0.0,0.0,,0.0,0.0,85.0,85.0,All indoor /garage parking spots should be priced higher -now is $85 outdoor and indoor ,114.0,38.0,0.5487364620938628,114.0,38.0,0.5487364620938628,115.0,,37.0,0.5487364620938628,
y53580,ON,Bristol Court,107.935483870968,7611.05,70.51480872683784,106.928571428571,7417.88,69.37229124916527,105.548387096774,7137.41,67.62216075794633,104.133333333333,6883.08,66.0987195902691,103.870967741935,6866.43,66.10538198757794,101.9,6640.07,65.16261040235524,101.709677419355,6514.75,64.05241040279088,101.161290322581,6361.53,62.88502232142835,,,155,0,0,102.0,0.6580645161290323,,,0.0,106.0,,0.6838709677419355,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.05698924731182795,75.0,75.0,75.0,75.0,85.0,85.0,75.0,75.0,,,78.33333333333333,78.33333333333333,-3.3333333333333286,-3.3333333333333286,,,,75,75.0,,,,,,,,,0.0,0.0,,0.0,0.0,75.0,75.0,N/A until the new development completed ,,,0.0,,,0.0,,,,0.0,
y50131,ON,10 Lisa,186.258064516129,16240.76,87.19493591963979,186.464285714286,15992.62,85.76773798122952,185.903225806452,16050.31,86.3369095956965,186.733333333333,15860.06,84.93427347375952,187.064516129032,15213.88,81.32958785997596,189.466666666667,15227.56,80.37065446868388,185.129032258065,15148.55,81.8269820526222,186.354838709677,15836.11,84.97826034273864,,,245,40,0,190.0,0.6666666666666666,,,0.0,178.0,0.0,0.624561403508772,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.052046783625731,90.0,80.0,,0.0,,,,,,,0.0,0.0,90.0,80.0,,,,90/130,80.0,,,,,,,,,0.0,0.0,,0.0,0.0,,80.0,"P1-73,P1-74, P1-75, P1-76, P1-77,P2-2,P2-3, P2-77, P2-78, P2-79, P2-80",,,0.0,,,0.0,,,,0.0,
y65160,ON,Applewood on the Park,160.967741935484,10619.96,65.97570340681357,160.178571428571,10634.76,66.39315050167242,163.032258064516,10621.2,65.14784329244169,163.266666666667,8553.89,52.39213964883615,163.354838709677,8276.2,50.66394154818339,164.3,7176.78,43.68094948265368,163.935483870968,7859.06,47.93995670995664,163.129032258065,8896.09,54.5340696064859,,,150,70,0,174.0,0.7909090909090909,125.0,39.0,0.7454545454545455,122.0,39.0,0.7318181818181818,122.0,34.0,0.7090909090909091,122.0,34.0,0.7090909090909091,123.0,35.0,0.7181818181818181,,,0.0,121.0,34.0,0.7045454545454546,121.0,34.0,0.7045454545454546,119.0,31.0,0.6818181818181818,117.0,31.0,0.6727272727272727,115.0,32.0,0.6681818181818182,0.6492424242424241,100.0,85.0,85.0,0.0,85.0,,85.0,,,,85.0,0.0,15.0,85.0,,"Rates raised Oct 1/21-Due to garage restoration, parking concessions were offered March 2021-present - expected to be completed Nov 15",,100,85.0,90.0,,100.0,,110.0,,100,,100.0,0.0,"3665 Arista 75-92, other between 100 120",100.0,0.0,0.0,85.0,Underground from spot U10 to U42 EV 11-14. caR WASH #15-16 Ooutdoors from 45 to 64,115.0,32.0,0.6681818181818182,115.0,32.0,0.6681818181818182,117.0,,31.0,0.6727272727272727,
y65165,ON,50 Laurier,177.322580645161,24531.43,138.343520101874,183.928571428571,18290.64,99.44425631067985,190.064516129032,20847.61,109.68701799049573,188.366666666667,21341.55,113.2979118740044,186.483870967742,19759.23,105.95677737415667,191.9,20626.65,107.48645127670662,195.290322580645,25564.99,130.9076131483318,199.193548387097,21074.74,105.80031417004038,,,201,19,0,128.0,0.5818181818181818,144.0,,0.6545454545454545,,,0.0,117.0,,0.5318181818181819,117.0,,0.5318181818181819,112.0,,0.509090909090909,,,0.0,112.0,,0.509090909090909,112.0,,0.509090909090909,113.0,,0.5136363636363637,110.0,,0.5,107.0,,0.4863636363636364,0.4499999999999999,200.0,,,0.0,,,,,,,0.0,0.0,200.0,0.0,,VISITOR PARKING $10.00,,180/240,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,,107.0,,0.4863636363636364,107.0,,0.4863636363636364,94.0,,6.0,0.45454545454545453,
y53000,ON,Bayview Mews,280.612903225806,29117.37,103.763475112082,276.0,27676.74,100.27804347826087,275.258064516129,27450.07,99.72485292394234,276.066666666667,27468.23,99.49853900024137,275.451612903226,27316.46,99.1697224499355,275.066666666667,27421.93,99.69194134755199,270.516129032258,26590.95,98.29709635106133,273.225806451613,27247.06,99.72359622195984,,,290,38,0,276.0,0.8414634146341463,,,0.0,261.0,29.0,0.8841463414634146,220.0,27.0,0.7530487804878049,220.0,27.0,0.7530487804878049,243.0,28.0,0.8262195121951219,245.0,28.0,0.8323170731707317,261.0,26.0,0.875,261.0,26.0,0.875,258.0,26.0,0.8658536585365854,261.0,27.0,0.8780487804878049,266.0,28.0,0.8963414634146342,0.7032520325203252,120.0,85.0,90.0,65.0,110.0,90.0,85.0,65.0,110.0,,98.75,73.33333333333333,21.25,11.666666666666671,,,,120,85.0,,,,,,,,,0.0,0.0,,0.0,0.0,120.0,85.0,"205, 207, 208, 209, 210, 211, 67, 69, 70, 71, 72, 73, 74, 75, 77",266.0,28.0,0.8963414634146342,266.0,28.0,0.8963414634146342,267.0,,29.0,0.9024390243902439,
y50680,ON,57 Charles at Bay,224.032258064516,9323.57,41.61708711303098,222.714285714286,7414.21,33.290230917254604,220.129032258065,7224.42,32.819024032825254,226.7,12233.0,53.96118217909131,227.935483870968,4375.22,19.19499292386072,229.4,-273.46,-1.1920662598081952,230.290322580645,12699.2,55.144305925199646,236.612903225806,7562.5,31.961486025903262,,,246,0,0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,,3rd party parking via Impark and shared w/55 Charles. There are monthly parkers and also hourly parking available.,,,,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,Parking garage leased to Impark,0.0,0.0,0.0,0.0,,,,0.0,,,0.0,,,,0.0,
y52950,ON,Bretton Place            ,555.129032258065,34754.7,62.60652565518037,550.25,33432.42,60.75860063607451,542.290322580645,32726.9,60.349408125632046,537.033333333333,31277.71,58.24165477003294,529.354838709677,30339.23,57.313597196831246,526.033333333333,29920.87,56.88017869590017,532.0,30168.21,56.707161654135334,536.612903225806,30023.28,55.949605049594275,,,785,0,0,268.0,0.3414012738853503,,,0.0,,,0.0,207.0,,0.26369426751592356,205.0,,0.2611464968152866,202.0,,0.2573248407643312,255.0,,0.3248407643312102,257.0,,0.3273885350318471,256.0,,0.32611464968152865,254.0,,0.3235668789808917,257.0,,0.3273885350318471,262.0,,0.33375796178343947,0.22876857749469215,130.0,0.0,150.0,0.0,120.0,,130.0,,,,133.33333333333334,0.0,-3.333333333333343,0.0,,$203 (HST Included) for outdoor commercial Pkg,,130,0.0,175.0,,150.0,,,,,,162.5,0.0,,162.5,0.0,-32.5,0.0,"33 Rosehill:(B1 263,262,261,259,258,257, B2 648,647,646,632,631,630,629,628.)44 Jackes Ave (B1 250,249,248,289,290,291,247,246,245,244) B2 612,610,609,608,607,663,662,661,617,618,619",262.0,,0.33375796178343947,262.0,,0.33375796178343947,250.0,,,0.3184713375796178,
y31602,BC,Hazel,,,,,,,,,,,,,,,,,,,,,,,,,,,144,0,0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,75,,125.0,,90.0,,75.0,,incl,,96.66666666666667,0.0,"1). Amazing Brentwood, 2). Montecito Tower, 3). Horizon Tower, 4). The George,Comp 4 (parking incl. in rent)",,,,,"P1): 251-255 , 271-289 , townhomes 319-324; P2): 95-107 , 114-134 ; P3): 49-94;  P4): 1-48 ",,,0.0,,,0.0,130.0,0.0,,0.9027777777777778,3.0
